Sentence #,Word,Tag
,depuis,O
,Mulhouse,B-geoS
Sentence: 7114,Rejoindre,O
,Barcelone,B-geoE
,depuis,O
,Barcelone,B-geoS
Sentence: 7115,Rejoindre,O
,La Ciotat,B-geoE
,depuis,O
,La Ciotat,B-geoS
Sentence: 7116,Rejoindre,O
,Istres,B-geoE
,depuis,O
,Istres,B-geoS
Sentence: 7117,Rejoindre,O
,Aix-en-Provence,B-geoE
,depuis,O
,Aix-en-Provence,B-geoS
Sentence: 7118,Rejoindre,O
,Grenoble,B-geoE
,depuis,O
,Grenoble,B-geoS
Sentence: 7119,Rejoindre,O
,Nantes,B-geoE
,depuis,O
,Nantes,B-geoS
Sentence: 7120,Rejoindre,O
,Nîmes,B-geoE
,depuis,O
,Nîmes,B-geoS
Sentence: 7121,Rejoindre,O
,Meaux,B-geoE
,depuis,O
,Meaux,B-geoS
Sentence: 7122,Rejoindre,O
,Lima,B-geoE
,depuis,O
,Lima,B-geoS
Sentence: 7123,Rejoindre,O
,Yerres,B-geoE
,depuis,O
,Yerres,B-geoS
Sentence: 7124,Rejoindre,O
,Brest,B-geoE
,depuis,O
,Brest,B-geoS
Sentence: 7125,Rejoindre,O
,Toronto,B-geoE
,depuis,O
,Toronto,B-geoS
Sentence: 7126,Rejoindre,O
,Roubaix,B-geoE
,depuis,O
,Roubaix,B-geoS
Sentence: 7127,Rejoindre,O
,Singapour,B-geoE
,depuis,O
,Singapour,B-geoS
Sentence: 7128,Rejoindre,O
,Toulouse,B-geoE
,depuis,O
,Toulouse,B-geoS
Sentence: 7129,Rejoindre,O
,Bagnolet,B-geoE
,depuis,O
,Bagnolet,B-geoS
Sentence: 7130,Rejoindre,O
,Tokyo,B-geoE
,depuis,O
,Tokyo,B-geoS
Sentence: 7131,Rejoindre,O
,Champigny-sur-Marne,B-geoE
,depuis,O
,Champigny-sur-Marne,B-geoS
Sentence: 7132,Rejoindre,O
,Palaiseau,B-geoE
,depuis,O
,Palaiseau,B-geoS
Sentence: 7133,Rejoindre,O
,Istres,B-geoE
,depuis,O
,Istres,B-geoS
Sentence: 7134,Rejoindre,O
,Ales,B-geoE
,depuis,O
,Ales,B-geoS
Sentence: 7135,Rejoindre,O
,Neuilly-sur-Seine,B-geoE
,depuis,O
,Neuilly-sur-Seine,B-geoS
Sentence: 7136,Rejoindre,O
,Auch,B-geoE
,depuis,O
,Auch,B-geoS
Sentence: 7137,Rejoindre,O
,Alençon,B-geoE
,depuis,O
,Alençon,B-geoS
Sentence: 7138,Rejoindre,O
,Lille,B-geoE
,depuis,O
,Lille,B-geoS
Sentence: 7139,Rejoindre,O
,Bondy,B-geoE
,depuis,O
,Bondy,B-geoS
Sentence: 7140,Rejoindre,O
,Issy-les-Moulineaux,B-geoE
,depuis,O
,Issy-les-Moulineaux,B-geoS
Sentence: 7141,Rejoindre,O
,Sartrouville,B-geoE
,depuis,O
,Sartrouville,B-geoS
Sentence: 7142,Rejoindre,O
,Nantes,B-geoE
,depuis,O
,Nantes,B-geoS
Sentence: 7143,Rejoindre,O
,Belfort,B-geoE
,depuis,O
,Belfort,B-geoS
Sentence: 7144,Rejoindre,O
,Athenes,B-geoE
,depuis,O
,Athenes,B-geoS
Sentence: 7145,Rejoindre,O
,Gagny,B-geoE
,depuis,O
,Gagny,B-geoS
Sentence: 7146,Rejoindre,O
,Tokyo,B-geoE
,depuis,O
,Tokyo,B-geoS
Sentence: 7147,Rejoindre,O
,Nice,B-geoE
,depuis,O
,Nice,B-geoS
Sentence: 7148,Rejoindre,O
,Auch,B-geoE
,depuis,O
,Auch,B-geoS
Sentence: 7149,Rejoindre,O
,Saint-Paul,B-geoE
,depuis,O
,Saint-Paul,B-geoS
Sentence: 7150,Rejoindre,O
,Saint-Paul,B-geoE
,depuis,O
,Saint-Paul,B-geoS
Sentence: 7151,Rejoindre,O
,Palaiseau,B-geoE
,depuis,O
,Palaiseau,B-geoS
Sentence: 7152,Rejoindre,O
,Calais,B-geoE
,depuis,O
,Calais,B-geoS
Sentence: 7153,Rejoindre,O
,Orléans,B-geoE
,depuis,O
,Orléans,B-geoS
Sentence: 7154,Rejoindre,O
,Montreuil,B-geoE
,depuis,O
,Montreuil,B-geoS
Sentence: 7155,Rejoindre,O
,Saint-Paul,B-geoE
,depuis,O
,Saint-Paul,B-geoS
Sentence: 7156,Rejoindre,O
,Calais,B-geoE
,depuis,O
,Calais,B-geoS
Sentence: 7157,Rejoindre,O
,Moscou,B-geoE
,depuis,O
,Moscou,B-geoS
Sentence: 7158,Rejoindre,O
,Pekin,B-geoE
,depuis,O
,Pekin,B-geoS
Sentence: 7159,Rejoindre,O
,Maisons-Alfort,B-geoE
,depuis,O
,Maisons-Alfort,B-geoS
Sentence: 7160,Rejoindre,O
,Rouen,B-geoE
,depuis,O
,Rouen,B-geoS
Sentence: 7161,Rejoindre,O
,Troyes,B-geoE
,depuis,O
,Troyes,B-geoS
Sentence: 7162,Rejoindre,O
,Lille,B-geoE
,depuis,O
,Lille,B-geoS
Sentence: 7163,Rejoindre,O
,Auckland,B-geoE
,depuis,O
,Auckland,B-geoS
Sentence: 7164,Rejoindre,O
,Vannes,B-geoE
,depuis,O
,Vannes,B-geoS
Sentence: 7165,Rejoindre,O
,Colmar,B-geoE
,depuis,O
,Colmar,B-geoS
Sentence: 7166,Rejoindre,O
,Amiens,B-geoE
,depuis,O
,Amiens,B-geoS
Sentence: 7167,Rejoindre,O
,Istres,B-geoE
,depuis,O
,Istres,B-geoS
Sentence: 7168,Rejoindre,O
,Ibiza,B-geoE
,depuis,O
,Ibiza,B-geoS
Sentence: 7169,Rejoindre,O
,Pekin,B-geoE
,depuis,O
,Pekin,B-geoS
Sentence: 7170,Rejoindre,O
,Lille,B-geoE
,depuis,O
,Lille,B-geoS
Sentence: 7171,Rejoindre,O
,Sartrouville,B-geoE
,depuis,O
,Sartrouville,B-geoS
Sentence: 7172,Rejoindre,O
,Sartrouville,B-geoE
,depuis,O
,Sartrouville,B-geoS
Sentence: 7173,Rejoindre,O
,Ajaccio,B-geoE
,depuis,O
,Ajaccio,B-geoS
Sentence: 7174,Rejoindre,O
,Vannes,B-geoE
,depuis,O
,Vannes,B-geoS
Sentence: 7175,Rejoindre,O
,La Ciotat,B-geoE
,depuis,O
,La Ciotat,B-geoS
Sentence: 7176,Rejoindre,O
,Angers,B-geoE
,depuis,O
,Angers,B-geoS
Sentence: 7177,Rejoindre,O
,Oslo,B-geoE
,depuis,O
,Oslo,B-geoS
Sentence: 7178,Rejoindre,O
,Nantes,B-geoE
,depuis,O
,Nantes,B-geoS
Sentence: 7179,Rejoindre,O
,La Possession,B-geoE
,depuis,O
,La Possession,B-geoS
Sentence: 7180,Rejoindre,O
,Paris,B-geoE
,depuis,O
,Paris,B-geoS
Sentence: 7181,Rejoindre,O
,Bergerac,B-geoE
,depuis,O
,Bergerac,B-geoS
Sentence: 7182,Rejoindre,O
,Bondy,B-geoE
,depuis,O
,Bondy,B-geoS
Sentence: 7183,Rejoindre,O
,Maisons-Alfort,B-geoE
,depuis,O
,Maisons-Alfort,B-geoS
Sentence: 7184,Rejoindre,O
,Autun,B-geoE
,depuis,O
,Autun,B-geoS
Sentence: 7185,Rejoindre,O
,Ales,B-geoE
,depuis,O
,Ales,B-geoS
Sentence: 7186,Rejoindre,O
,Lille,B-geoE
,depuis,O
,Lille,B-geoS
Sentence: 7187,Rejoindre,O
,Pau,B-geoE
,depuis,O
,Pau,B-geoS
Sentence: 7188,Rejoindre,O
,Vatican,B-geoE
,depuis,O
,Vatican,B-geoS
Sentence: 7189,Rejoindre,O
,Belfort,B-geoE
,depuis,O
,Belfort,B-geoS
Sentence: 7190,Rejoindre,O
,Le Havre,B-geoE
,depuis,O
,Le Havre,B-geoS
Sentence: 7191,Rejoindre,O
,Cotonou,B-geoE
,depuis,O
,Cotonou,B-geoS
Sentence: 7192,Rejoindre,O
,La Rochelle,B-geoE
,depuis,O
,La Rochelle,B-geoS
Sentence: 7193,Rejoindre,O
,Meaux,B-geoE
,depuis,O
,Meaux,B-geoS
Sentence: 7194,Rejoindre,O
,Lille,B-geoE
,depuis,O
,Lille,B-geoS
Sentence: 7195,Rejoindre,O
,Nantes,B-geoE
,depuis,O
,Nantes,B-geoS
Sentence: 7196,Rejoindre,O
,Caen,B-geoE
,depuis,O
,Caen,B-geoS
Sentence: 7197,Rejoindre,O
,Avignon,B-geoE
,depuis,O
,Avignon,B-geoS
Sentence: 7198,Rejoindre,O
,Annecy,B-geoE
,depuis,O
,Annecy,B-geoS
Sentence: 7199,Rejoindre,O
,Rome,B-geoE
,depuis,O
,Rome,B-geoS
Sentence: 7200,Rejoindre,O
,Dijon,B-geoE
,depuis,O
,Dijon,B-geoS
Sentence: 7201,Rejoindre,O
,Aulnay-sous-Bois,B-geoE
,depuis,O
,Aulnay-sous-Bois,B-geoS
Sentence: 7202,Rejoindre,O
,Orléans,B-geoE
,depuis,O
,Orléans,B-geoS
Sentence: 7203,Rejoindre,O
,Moscou,B-geoE
,depuis,O
,Moscou,B-geoS
Sentence: 7204,Rejoindre,O
,Tokyo,B-geoE
,depuis,O
,Tokyo,B-geoS
Sentence: 7205,Rejoindre,O
,Limoges,B-geoE
,depuis,O
,Limoges,B-geoS
Sentence: 7206,Rejoindre,O
,Bagnolet,B-geoE
,depuis,O
,Bagnolet,B-geoS
Sentence: 7207,Rejoindre,O
,Nantes,B-geoE
,depuis,O
,Nantes,B-geoS
Sentence: 7208,Rejoindre,O
,Lima,B-geoE
,depuis,O
,Lima,B-geoS
Sentence: 7209,Rejoindre,O
,Oslo,B-geoE
,depuis,O
,Oslo,B-geoS
Sentence: 7210,Rejoindre,O
,Aulnay-sous-Bois,B-geoE
,depuis,O
,Aulnay-sous-Bois,B-geoS
Sentence: 7211,Rejoindre,O
,Dijon,B-geoE
,depuis,O
,Dijon,B-geoS
Sentence: 7212,Rejoindre,O
,Charleville-Mézières,B-geoE
,depuis,O
,Charleville-Mézières,B-geoS
Sentence: 7213,Rejoindre,O
,Lyon,B-geoE
,depuis,O
,Lyon,B-geoS
Sentence: 7214,Rejoindre,O
,Pekin,B-geoE
,depuis,O
,Pekin,B-geoS
Sentence: 7215,Rejoindre,O
,Rouen,B-geoE
,depuis,O
,Rouen,B-geoS
Sentence: 7216,Rejoindre,O
,Brest,B-geoE
,depuis,O
,Brest,B-geoS
Sentence: 7217,Rejoindre,O
,Aurillac,B-geoE
,depuis,O
,Aurillac,B-geoS
Sentence: 7218,Rejoindre,O
,Villeneuve-d'Ascq,B-geoE
,depuis,O
,Villeneuve-d'Ascq,B-geoS
Sentence: 7219,Rejoindre,O
,Dunkerque,B-geoE
,depuis,O
,Dunkerque,B-geoS
Sentence: 7220,Rejoindre,O
,Aurillac,B-geoE
,depuis,O
,Aurillac,B-geoS
Sentence: 7221,Rejoindre,O
,Grenoble,B-geoE
,depuis,O
,Grenoble,B-geoS
Sentence: 7222,Rejoindre,O
,Abbeville,B-geoE
,depuis,O
,Abbeville,B-geoS
Sentence: 7223,Rejoindre,O
,Autun,B-geoE
,depuis,O
,Autun,B-geoS
Sentence: 7224,Rejoindre,O
,Caen,B-geoE
,depuis,O
,Caen,B-geoS
Sentence: 7225,Rejoindre,O
,Ibiza,B-geoE
,depuis,O
,Ibiza,B-geoS
Sentence: 7226,Rejoindre,O
,Angers,B-geoE
,depuis,O
,Angers,B-geoS
Sentence: 7227,Rejoindre,O
,Le Havre,B-geoE
,depuis,O
,Le Havre,B-geoS
Sentence: 7228,Rejoindre,O
,Pau,B-geoE
,depuis,O
,Pau,B-geoS
Sentence: 7229,Rejoindre,O
,Annecy,B-geoE
,depuis,O
,Annecy,B-geoS
Sentence: 7230,Rejoindre,O
,Alfortville,B-geoE
,depuis,O
,Alfortville,B-geoS
Sentence: 7231,Rejoindre,O
,Puteaux,B-geoE
,depuis,O
,Puteaux,B-geoS
Sentence: 7232,Rejoindre,O
,Auckland,B-geoE
,depuis,O
,Auckland,B-geoS
Sentence: 7233,Rejoindre,O
,La Possession,B-geoE
,depuis,O
,La Possession,B-geoS
Sentence: 7234,Rejoindre,O
,Rouen,B-geoE
,depuis,O
,Rouen,B-geoS
Sentence: 7235,Rejoindre,O
,Béthune,B-geoE
,depuis,O
,Béthune,B-geoS
Sentence: 7236,Rejoindre,O
,Nice,B-geoE
,depuis,O
,Nice,B-geoS
Sentence: 7237,Rejoindre,O
,Marseille,B-geoE
,depuis,O
,Marseille,B-geoS
Sentence: 7238,Rejoindre,O
,Barcelone,B-geoE
,depuis,O
,Barcelone,B-geoS
Sentence: 7239,Rejoindre,O
,Lille,B-geoE
,depuis,O
,Lille,B-geoS
Sentence: 7240,Rejoindre,O
,Athenes,B-geoE
,depuis,O
,Athenes,B-geoS
Sentence: 7241,Rejoindre,O
,Istanbul,B-geoE
,depuis,O
,Istanbul,B-geoS
Sentence: 7242,Rejoindre,O
,Lille,B-geoE
,depuis,O
,Lille,B-geoS
Sentence: 7243,Rejoindre,O
,Saint-Etienne,B-geoE
,depuis,O
,Saint-Etienne,B-geoS
Sentence: 7244,Rejoindre,O
,Rouen,B-geoE
,depuis,O
,Rouen,B-geoS
Sentence: 7245,Rejoindre,O
,Gagny,B-geoE
,depuis,O
,Gagny,B-geoS
Sentence: 7246,Rejoindre,O
,Troyes,B-geoE
,depuis,O
,Troyes,B-geoS
Sentence: 7247,Rejoindre,O
,Colombes,B-geoE
,depuis,O
,Colombes,B-geoS
Sentence: 7248,Rejoindre,O
,Caen,B-geoE
,depuis,O
,Caen,B-geoS
Sentence: 7249,Rejoindre,O
,Angers,B-geoE
,depuis,O
,Angers,B-geoS
Sentence: 7250,Rejoindre,O
,Nanterre,B-geoE
,depuis,O
,Nanterre,B-geoS
Sentence: 7251,Rejoindre,O
,Fréjus,B-geoE
,depuis,O
,Fréjus,B-geoS
Sentence: 7252,Rejoindre,O
,Amiens,B-geoE
,depuis,O
,Amiens,B-geoS
Sentence: 7253,Rejoindre,O
,Arras,B-geoE
,depuis,O
,Arras,B-geoS
Sentence: 7254,Rejoindre,O
,Nanterre,B-geoE
,depuis,O
,Nanterre,B-geoS
Sentence: 7255,Rejoindre,O
,Villeneuve-d'Ascq,B-geoE
,depuis,O
,Villeneuve-d'Ascq,B-geoS
Sentence: 7256,Rejoindre,O
,Auch,B-geoE
,depuis,O
,Auch,B-geoS
Sentence: 7257,Rejoindre,O
,Auckland,B-geoE
,depuis,O
,Auckland,B-geoS
Sentence: 7258,Rejoindre,O
,Toulouse,B-geoE
,depuis,O
,Toulouse,B-geoS
Sentence: 7259,Rejoindre,O
,Caen,B-geoE
,depuis,O
,Caen,B-geoS
Sentence: 7260,Rejoindre,O
,Amsterdam,B-geoE
,depuis,O
,Amsterdam,B-geoS
Sentence: 7261,Rejoindre,O
,Issy-les-Moulineaux,B-geoE
,depuis,O
,Issy-les-Moulineaux,B-geoS
Sentence: 7262,Rejoindre,O
,Quimper,B-geoE
,depuis,O
,Quimper,B-geoS
Sentence: 7263,Rejoindre,O
,Thonon-les-Bains,B-geoE
,depuis,O
,Thonon-les-Bains,B-geoS
Sentence: 7264,Rejoindre,O
,Rennes,B-geoE
,depuis,O
,Rennes,B-geoS
Sentence: 7265,Rejoindre,O
,Yerres,B-geoE
,depuis,O
,Yerres,B-geoS
Sentence: 7266,Rejoindre,O
,Nancy,B-geoE
,depuis,O
,Nancy,B-geoS
Sentence: 7267,Rejoindre,O
,Charleville-Mézières,B-geoE
,depuis,O
,Charleville-Mézières,B-geoS
Sentence: 7268,Rejoindre,O
,Brest,B-geoE
,depuis,O
,Brest,B-geoS
Sentence: 7269,Rejoindre,O
,Aulnay-sous-Bois,B-geoE
,depuis,O
,Aulnay-sous-Bois,B-geoS
Sentence: 7270,Rejoindre,O
,Béthune,B-geoE
,depuis,O
,Béthune,B-geoS
Sentence: 7271,Rejoindre,O
,Sartrouville,B-geoE
,depuis,O
,Sartrouville,B-geoS
Sentence: 7272,Rejoindre,O
,Delhi,B-geoE
,depuis,O
,Delhi,B-geoS
Sentence: 7273,Rejoindre,O
,Angoulême,B-geoE
,depuis,O
,Angoulême,B-geoS
Sentence: 7274,Rejoindre,O
,Toulouse,B-geoE
,depuis,O
,Toulouse,B-geoS
Sentence: 7275,Rejoindre,O
,Dijon,B-geoE
,depuis,O
,Dijon,B-geoS
Sentence: 7276,Rejoindre,O
,Boulogne-Billancourt,B-geoE
,depuis,O
,Boulogne-Billancourt,B-geoS
Sentence: 7277,Rejoindre,O
,Dreux,B-geoE
,depuis,O
,Dreux,B-geoS
Sentence: 7278,Rejoindre,O
,Asnières-sur-Seine,B-geoE
,depuis,O
,Asnières-sur-Seine,B-geoS
Sentence: 7279,Rejoindre,O
,Roubaix,B-geoE
,depuis,O
,Roubaix,B-geoS
Sentence: 7280,Rejoindre,O
,Lille,B-geoE
,depuis,O
,Lille,B-geoS
Sentence: 7281,Rejoindre,O
,Bobigny,B-geoE
,depuis,O
,Bobigny,B-geoS
Sentence: 7282,Rejoindre,O
,Metz,B-geoE
,depuis,O
,Metz,B-geoS
Sentence: 7283,Rejoindre,O
,Rennes,B-geoE
,depuis,O
,Rennes,B-geoS
Sentence: 7284,Rejoindre,O
,Caen,B-geoE
,depuis,O
,Caen,B-geoS
Sentence: 7285,Rejoindre,O
,Aurillac,B-geoE
,depuis,O
,Aurillac,B-geoS
Sentence: 7286,Rejoindre,O
,Dijon,B-geoE
,depuis,O
,Dijon,B-geoS
Sentence: 7287,Rejoindre,O
,Meaux,B-geoE
,depuis,O
,Meaux,B-geoS
Sentence: 7288,Rejoindre,O
,Créteil,B-geoE
,depuis,O
,Créteil,B-geoS
Sentence: 7289,Rejoindre,O
,Issy-les-Moulineaux,B-geoE
,depuis,O
,Issy-les-Moulineaux,B-geoS
Sentence: 7290,Rejoindre,O
,Nantes,B-geoE
,depuis,O
,Nantes,B-geoS
Sentence: 7291,Rejoindre,O
,Bagneux,B-geoE
,depuis,O
,Bagneux,B-geoS
Sentence: 7292,Rejoindre,O
,Aubervilliers,B-geoE
,depuis,O
,Aubervilliers,B-geoS
Sentence: 7293,Rejoindre,O
,Gagny,B-geoE
,depuis,O
,Gagny,B-geoS
Sentence: 7294,Rejoindre,O
,Champigny-sur-Marne,B-geoE
,depuis,O
,Champigny-sur-Marne,B-geoS
Sentence: 7295,Rejoindre,O
,Limoges,B-geoE
,depuis,O
,Limoges,B-geoS
Sentence: 7296,Rejoindre,O
,La Ciotat,B-geoE
,depuis,O
,La Ciotat,B-geoS
Sentence: 7297,Rejoindre,O
,Lorient,B-geoE
,depuis,O
,Lorient,B-geoS
Sentence: 7298,Rejoindre,O
,Rambouillet,B-geoE
,depuis,O
,Rambouillet,B-geoS
Sentence: 7299,Rejoindre,O
,Béthune,B-geoE
,depuis,O
,Béthune,B-geoS
Sentence: 7300,Rejoindre,O
,Istres,B-geoE
,depuis,O
,Istres,B-geoS
Sentence: 7301,Rejoindre,O
,Sète,B-geoE
,depuis,O
,Sète,B-geoS
Sentence: 7302,Rejoindre,O
,Caen,B-geoE
,depuis,O
,Caen,B-geoS
Sentence: 7303,Rejoindre,O
,Rouen,B-geoE
,depuis,O
,Rouen,B-geoS
Sentence: 7304,Rejoindre,O
,Thonon-les-Bains,B-geoE
,depuis,O
,Thonon-les-Bains,B-geoS
Sentence: 7305,Rejoindre,O
,Grenoble,B-geoE
,depuis,O
,Grenoble,B-geoS
Sentence: 7306,Rejoindre,O
,Rouen,B-geoE
,depuis,O
,Rouen,B-geoS
Sentence: 7307,Rejoindre,O
,Amiens,B-geoE
,depuis,O
,Amiens,B-geoS
Sentence: 7308,Rejoindre,O
,Aurillac,B-geoE
,depuis,O
,Aurillac,B-geoS
Sentence: 7309,Rejoindre,O
,Stockholm,B-geoE
,depuis,O
,Stockholm,B-geoS
Sentence: 7310,Rejoindre,O
,Jakarta,B-geoE
,depuis,O
,Jakarta,B-geoS
Sentence: 7311,Rejoindre,O
,Besançon,B-geoE
,depuis,O
,Besançon,B-geoS
Sentence: 7312,Rejoindre,O
,Colmar,B-geoE
,depuis,O
,Colmar,B-geoS
Sentence: 7313,Rejoindre,O
,Mulhouse,B-geoE
,depuis,O
,Mulhouse,B-geoS
Sentence: 7314,Rejoindre,O
,Bangalore,B-geoE
,depuis,O
,Bangalore,B-geoS
Sentence: 7315,Rejoindre,O
,Lille,B-geoE
,depuis,O
,Lille,B-geoS
Sentence: 7316,Rejoindre,O
,Bagnolet,B-geoE
,depuis,O
,Bagnolet,B-geoS
Sentence: 7317,Rejoindre,O
,Châteauroux,B-geoE
,depuis,O
,Châteauroux,B-geoS
Sentence: 7318,Rejoindre,O
,Washington,B-geoE
,depuis,O
,Washington,B-geoS
Sentence: 7319,Rejoindre,O
,Istres,B-geoE
,depuis,O
,Istres,B-geoS
Sentence: 7320,Rejoindre,O
,Cotonou,B-geoE
,depuis,O
,Cotonou,B-geoS
Sentence: 7321,Rejoindre,O
,Annecy,B-geoE
,depuis,O
,Annecy,B-geoS
Sentence: 7322,Rejoindre,O
,Le Havre,B-geoE
,depuis,O
,Le Havre,B-geoS
Sentence: 7323,Rejoindre,O
,Dijon,B-geoE
,depuis,O
,Dijon,B-geoS
Sentence: 7324,Rejoindre,O
,Lyon,B-geoE
,depuis,O
,Lyon,B-geoS
Sentence: 7325,Rejoindre,O
,Limoges,B-geoE
,depuis,O
,Limoges,B-geoS
Sentence: 7326,Rejoindre,O
,Amiens,B-geoE
,depuis,O
,Amiens,B-geoS
Sentence: 7327,Rejoindre,O
,Beauvais,B-geoE
,depuis,O
,Beauvais,B-geoS
Sentence: 7328,Rejoindre,O
,Oslo,B-geoE
,depuis,O
,Oslo,B-geoS
Sentence: 7329,Rejoindre,O
,Vitry-sur-Seine,B-geoE
,depuis,O
,Vitry-sur-Seine,B-geoS
Sentence: 7330,Rejoindre,O
,Rambouillet,B-geoE
,depuis,O
,Rambouillet,B-geoS
Sentence: 7331,Rejoindre,O
,Grenoble,B-geoE
,depuis,O
,Grenoble,B-geoS
Sentence: 7332,Rejoindre,O
,Le Havre,B-geoE
,depuis,O
,Le Havre,B-geoS
Sentence: 7333,Rejoindre,O
,Yerres,B-geoE
,depuis,O
,Yerres,B-geoS
Sentence: 7334,Rejoindre,O
,Angoulême,B-geoE
,depuis,O
,Angoulême,B-geoS
Sentence: 7335,Rejoindre,O
,Pau,B-geoE
,depuis,O
,Pau,B-geoS
Sentence: 7336,Rejoindre,O
,Arras,B-geoE
,depuis,O
,Arras,B-geoS
Sentence: 7337,Rejoindre,O
,Quimper,B-geoE
,depuis,O
,Quimper,B-geoS
Sentence: 7338,Rejoindre,O
,Cotonou,B-geoE
,depuis,O
,Cotonou,B-geoS
Sentence: 7339,Rejoindre,O
,Brive-la-Gaillarde,B-geoE
,depuis,O
,Brive-la-Gaillarde,B-geoS
Sentence: 7340,Rejoindre,O
,Béthune,B-geoE
,depuis,O
,Béthune,B-geoS
Sentence: 7341,Rejoindre,O
,Amiens,B-geoE
,depuis,O
,Amiens,B-geoS
Sentence: 7342,Rejoindre,O
,Neuilly-sur-Seine,B-geoE
,depuis,O
,Neuilly-sur-Seine,B-geoS
Sentence: 7343,Rejoindre,O
,Bagneux,B-geoE
,depuis,O
,Bagneux,B-geoS
Sentence: 7344,Rejoindre,O
,Alençon,B-geoE
,depuis,O
,Alençon,B-geoS
Sentence: 7345,Rejoindre,O
,Valence,B-geoE
,depuis,O
,Valence,B-geoS
Sentence: 7346,Rejoindre,O
,Paris,B-geoE
,depuis,O
,Paris,B-geoS
Sentence: 7347,Rejoindre,O
,Yerres,B-geoE
,depuis,O
,Yerres,B-geoS
Sentence: 7348,Rejoindre,O
,Toulouse,B-geoE
,depuis,O
,Toulouse,B-geoS
Sentence: 7349,Rejoindre,O
,Boulogne-Billancourt,B-geoE
,depuis,O
,Boulogne-Billancourt,B-geoS
Sentence: 7350,Rejoindre,O
,Châteauroux,B-geoE
,depuis,O
,Châteauroux,B-geoS
Sentence: 7351,Rejoindre,O
,Bagnolet,B-geoE
,depuis,O
,Bagnolet,B-geoS
Sentence: 7352,Rejoindre,O
,Dunkerque,B-geoE
,depuis,O
,Dunkerque,B-geoS
Sentence: 7353,Rejoindre,O
,Orléans,B-geoE
,depuis,O
,Orléans,B-geoS
Sentence: 7354,Rejoindre,O
,Tourcoing,B-geoE
,depuis,O
,Tourcoing,B-geoS
Sentence: 7355,Rejoindre,O
,Athenes,B-geoE
,depuis,O
,Athenes,B-geoS
Sentence: 7356,Rejoindre,O
,Toronto,B-geoE
,depuis,O
,Toronto,B-geoS
Sentence: 7357,Rejoindre,O
,Sydney,B-geoE
,depuis,O
,Sydney,B-geoS
Sentence: 7358,Rejoindre,O
,Limoges,B-geoE
,depuis,O
,Limoges,B-geoS
Sentence: 7359,Rejoindre,O
,Dunkerque,B-geoE
,depuis,O
,Dunkerque,B-geoS
Sentence: 7360,Rejoindre,O
,Montpellier,B-geoE
,depuis,O
,Montpellier,B-geoS
Sentence: 7361,Rejoindre,O
,Limoges,B-geoE
,depuis,O
,Limoges,B-geoS
Sentence: 7362,Rejoindre,O
,Caen,B-geoE
,depuis,O
,Caen,B-geoS
Sentence: 7363,Rejoindre,O
,Dunkerque,B-geoE
,depuis,O
,Dunkerque,B-geoS
Sentence: 7364,Rejoindre,O
,Angers,B-geoE
,depuis,O
,Angers,B-geoS
Sentence: 7365,Rejoindre,O
,Bergerac,B-geoE
,depuis,O
,Bergerac,B-geoS
Sentence: 7366,Rejoindre,O
,Aurillac,B-geoE
,depuis,O
,Aurillac,B-geoS
Sentence: 7367,Rejoindre,O
,Berlin,B-geoE
,depuis,O
,Berlin,B-geoS
Sentence: 7368,Rejoindre,O
,Nantes,B-geoE
,depuis,O
,Nantes,B-geoS
Sentence: 7369,Rejoindre,O
,Nantes,B-geoE
,depuis,O
,Nantes,B-geoS
Sentence: 7370,Rejoindre,O
,Neuilly-sur-Seine,B-geoE
,depuis,O
,Neuilly-sur-Seine,B-geoS
Sentence: 7371,Rejoindre,O
,Aulnay-sous-Bois,B-geoE
,depuis,O
,Aulnay-sous-Bois,B-geoS
Sentence: 7372,Rejoindre,O
,Issy-les-Moulineaux,B-geoE
,depuis,O
,Issy-les-Moulineaux,B-geoS
Sentence: 7373,Rejoindre,O
,Beziers,B-geoE
,depuis,O
,Beziers,B-geoS
Sentence: 7374,Rejoindre,O
,Champigny-sur-Marne,B-geoE
,depuis,O
,Champigny-sur-Marne,B-geoS
Sentence: 7375,Rejoindre,O
,Bangalore,B-geoE
,depuis,O
,Bangalore,B-geoS
Sentence: 7376,Rejoindre,O
,Allonnes,B-geoE
,depuis,O
,Allonnes,B-geoS
Sentence: 7377,Rejoindre,O
,Saint-Etienne,B-geoE
,depuis,O
,Saint-Etienne,B-geoS
Sentence: 7378,Rejoindre,O
,Boulogne-Billancourt,B-geoE
,depuis,O
,Boulogne-Billancourt,B-geoS
Sentence: 7379,Rejoindre,O
,Stockholm,B-geoE
,depuis,O
,Stockholm,B-geoS
Sentence: 7380,Rejoindre,O
,Dreux,B-geoE
,depuis,O
,Dreux,B-geoS
Sentence: 7381,Rejoindre,O
,La Rochelle,B-geoE
,depuis,O
,La Rochelle,B-geoS
Sentence: 7382,Rejoindre,O
,Montpellier,B-geoE
,depuis,O
,Montpellier,B-geoS
Sentence: 7383,Rejoindre,O
,Vannes,B-geoE
,depuis,O
,Vannes,B-geoS
Sentence: 7384,Rejoindre,O
,Yerres,B-geoE
,depuis,O
,Yerres,B-geoS
Sentence: 7385,Rejoindre,O
,Orléans,B-geoE
,depuis,O
,Orléans,B-geoS
Sentence: 7386,Rejoindre,O
,Angers,B-geoE
,depuis,O
,Angers,B-geoS
Sentence: 7387,Rejoindre,O
