Sentence #,Word,Tag
,Haguenau,B-geoS
Sentence: 332,Emmene,O
,moi,O
,a,O
,Ales,B-geoE
,depuis,O
,Roubaix,B-geoS
Sentence: 333,Emmene,O
,moi,O
,a,O
,Arles,B-geoE
,depuis,O
,Perpignan,B-geoS
Sentence: 334,Emmene,O
,moi,O
,a,O
,Grenoble,B-geoE
,depuis,O
,Nantes,B-geoS
Sentence: 335,Emmene,O
,moi,O
,a,O
,Vitry-sur-Seine,B-geoE
,depuis,O
,Aubervilliers,B-geoS
Sentence: 336,Emmene,O
,moi,O
,a,O
,Brest,B-geoE
,depuis,O
,Belfort,B-geoS
Sentence: 337,Emmene,O
,moi,O
,a,O
,Stockholm,B-geoE
,depuis,O
,La Rochelle,B-geoS
Sentence: 338,Emmene,O
,moi,O
,a,O
,Angoulême,B-geoE
,depuis,O
,Pau,B-geoS
Sentence: 339,Emmene,O
,moi,O
,a,O
,Abbeville,B-geoE
,depuis,O
,Quimper,B-geoS
Sentence: 340,Emmene,O
,moi,O
,a,O
,Aulnay-sous-Bois,B-geoE
,depuis,O
,Dijon,B-geoS
Sentence: 341,Emmene,O
,moi,O
,a,O
,Mérignac,B-geoE
,depuis,O
,Alençon,B-geoS
Sentence: 342,Emmene,O
,moi,O
,a,O
,Clermont-Ferrand,B-geoE
,depuis,O
,Boulogne-Billancourt,B-geoS
Sentence: 343,Emmene,O
,moi,O
,a,O
,Orléans,B-geoE
,depuis,O
,Albertville,B-geoS
Sentence: 344,Emmene,O
,moi,O
,a,O
,Limoges,B-geoE
,depuis,O
,Lorient,B-geoS
Sentence: 345,Emmene,O
,moi,O
,a,O
,Nantes,B-geoE
,depuis,O
,Bagneux,B-geoS
Sentence: 346,Emmene,O
,moi,O
,a,O
,Grenoble,B-geoE
,depuis,O
,Nice,B-geoS
Sentence: 347,Emmene,O
,moi,O
,a,O
,Washington,B-geoE
,depuis,O
,Sydney,B-geoS
Sentence: 348,Emmene,O
,moi,O
,a,O
,Meaux,B-geoE
,depuis,O
,Amiens,B-geoS
Sentence: 349,Emmene,O
,moi,O
,a,O
,Barcelone,B-geoE
,depuis,O
,Lorient,B-geoS
Sentence: 350,Emmene,O
,moi,O
,a,O
,Rennes,B-geoE
,depuis,O
,Champigny-sur-Marne,B-geoS
Sentence: 351,Emmene,O
,moi,O
,a,O
,Lima,B-geoE
,depuis,O
,Colombes,B-geoS
Sentence: 352,Emmene,O
,moi,O
,a,O
,Allonnes,B-geoE
,depuis,O
,Tourcoing,B-geoS
Sentence: 353,Emmene,O
,moi,O
,a,O
,Paris,B-geoE
,depuis,O
,Metz,B-geoS
Sentence: 354,Emmene,O
,moi,O
,a,O
,Aulnay-sous-Bois,B-geoE
,depuis,O
,Beauvais,B-geoS
Sentence: 355,Emmene,O
,moi,O
,a,O
,Poitiers,B-geoE
,depuis,O
,Thonon-les-Bains,B-geoS
Sentence: 356,Emmene,O
,moi,O
,a,O
,Marseille,B-geoE
,depuis,O
,Saint-Denis,B-geoS
Sentence: 357,Emmene,O
,moi,O
,a,O
,Orléans,B-geoE
,depuis,O
,Angers,B-geoS
Sentence: 358,Emmene,O
,moi,O
,a,O
,Reims,B-geoE
,depuis,O
,Besançon,B-geoS
Sentence: 359,Emmene,O
,moi,O
,a,O
,Tokyo,B-geoE
,depuis,O
,Ales,B-geoS
Sentence: 360,Emmene,O
,moi,O
,a,O
,Angers,B-geoE
,depuis,O
,Annecy,B-geoS
Sentence: 361,Emmene,O
,moi,O
,a,O
,Meaux,B-geoE
,depuis,O
,Belfort,B-geoS
Sentence: 362,Emmene,O
,moi,O
,a,O
,Bagneux,B-geoE
,depuis,O
,Tokyo,B-geoS
Sentence: 363,Emmene,O
,moi,O
,a,O
,Lille,B-geoE
,depuis,O
,Champigny-sur-Marne,B-geoS
Sentence: 364,Emmene,O
,moi,O
,a,O
,Sydney,B-geoE
,depuis,O
,Stockholm,B-geoS
Sentence: 365,Emmene,O
,moi,O
,a,O
,Rouen,B-geoE
,depuis,O
,Nantes,B-geoS
Sentence: 366,Emmene,O
,moi,O
,a,O
,Pau,B-geoE
,depuis,O
,Moscou,B-geoS
Sentence: 367,Emmene,O
,moi,O
,a,O
,Brest,B-geoE
,depuis,O
,Charleville-Mézières,B-geoS
Sentence: 368,Emmene,O
,moi,O
,a,O
,Béthune,B-geoE
,depuis,O
,Strasbourg,B-geoS
Sentence: 369,Emmene,O
,moi,O
,a,O
,Reims,B-geoE
,depuis,O
,Toronto,B-geoS
Sentence: 370,Emmene,O
,moi,O
,a,O
,Zurich,B-geoE
,depuis,O
,Nîmes,B-geoS
Sentence: 371,Emmene,O
,moi,O
,a,O
,Moulins,B-geoE
,depuis,O
,Vatican,B-geoS
Sentence: 372,Emmene,O
,moi,O
,a,O
,Avignon,B-geoE
,depuis,O
,Amsterdam,B-geoS
Sentence: 373,Emmene,O
,moi,O
,a,O
,Créteil,B-geoE
,depuis,O
,Béthune,B-geoS
Sentence: 374,Emmene,O
,moi,O
,a,O
,Alfortville,B-geoE
,depuis,O
,Mulhouse,B-geoS
Sentence: 375,Emmene,O
,moi,O
,a,O
,Blois,B-geoE
,depuis,O
,Bandol,B-geoS
Sentence: 376,Emmene,O
,moi,O
,a,O
,Rambouillet,B-geoE
,depuis,O
,Caen,B-geoS
Sentence: 377,Emmene,O
,moi,O
,a,O
,Rambouillet,B-geoE
,depuis,O
,Orléans,B-geoS
Sentence: 378,Emmene,O
,moi,O
,a,O
,Wuhan,B-geoE
,depuis,O
,Annemasse,B-geoS
Sentence: 379,Emmene,O
,moi,O
,a,O
,Roubaix,B-geoE
,depuis,O
,Jakarta,B-geoS
Sentence: 380,Emmene,O
,moi,O
,a,O
,Pau,B-geoE
,depuis,O
,Meaux,B-geoS
Sentence: 381,Emmene,O
,moi,O
,a,O
,Belfort,B-geoE
,depuis,O
,Shanghai,B-geoS
Sentence: 382,Emmene,O
,moi,O
,a,O
,Vatican,B-geoE
,depuis,O
,Blois,B-geoS
Sentence: 383,Emmene,O
,moi,O
,a,O
,Valence,B-geoE
,depuis,O
,Toulon,B-geoS
Sentence: 384,Emmene,O
,moi,O
,a,O
,Colombes,B-geoE
,depuis,O
,Tournefeuille,B-geoS
Sentence: 385,Emmene,O
,moi,O
,a,O
,Istanbul,B-geoE
,depuis,O
,Toronto,B-geoS
Sentence: 386,Emmene,O
,moi,O
,a,O
,Abbeville,B-geoE
,depuis,O
,Maisons-Alfort,B-geoS
Sentence: 387,Emmene,O
,moi,O
,a,O
,Béziers,B-geoE
,depuis,O
,Beauvais,B-geoS
Sentence: 388,Emmene,O
,moi,O
,a,O
,Bagnolet,B-geoE
,depuis,O
,Nice,B-geoS
Sentence: 389,Emmene,O
,moi,O
,a,O
,Rennes,B-geoE
,depuis,O
,Aubervilliers,B-geoS
Sentence: 390,Emmene,O
,moi,O
,a,O
,Toulon,B-geoE
,depuis,O
,Besançon,B-geoS
Sentence: 391,Emmene,O
,moi,O
,a,O
,Moscou,B-geoE
,depuis,O
,Vitry-sur-Seine,B-geoS
Sentence: 392,Emmene,O
,moi,O
,a,O
,Athenes,B-geoE
,depuis,O
,Autun,B-geoS
Sentence: 393,Emmene,O
,moi,O
,a,O
,Dreux,B-geoE
,depuis,O
,Delhi,B-geoS
Sentence: 394,Emmene,O
,moi,O
,a,O
,Béthune,B-geoE
,depuis,O
,Boulogne-Billancourt,B-geoS
Sentence: 395,Emmene,O
,moi,O
,a,O
,Allonnes,B-geoE
,depuis,O
,Athenes,B-geoS
Sentence: 396,Emmene,O
,moi,O
,a,O
,Sydney,B-geoE
,depuis,O
,Montreuil,B-geoS
Sentence: 397,Emmene,O
,moi,O
,a,O
,Marseille,B-geoE
,depuis,O
,Auxerre,B-geoS
Sentence: 398,Emmene,O
,moi,O
,a,O
,Maisons-Alfort,B-geoE
,depuis,O
,Aulnay-sous-Bois,B-geoS
Sentence: 399,Emmene,O
,moi,O
,a,O
,Ajaccio,B-geoE
,depuis,O
,Albertville,B-geoS
Sentence: 400,Je,O
,veux,O
,partir,O
,a,O
,Bayonne,B-geoE
Sentence: 401,Je,O
,veux,O
,partir,O
,a,O
,Istanbul,B-geoE
Sentence: 402,Je,O
,veux,O
,partir,O
,a,O
,Toulouse,B-geoE
Sentence: 403,Je,O
,veux,O
,partir,O
,a,O
,Barcelone,B-geoE
Sentence: 404,Je,O
,veux,O
,partir,O
,a,O
,Aix-en-Provence,B-geoE
Sentence: 405,Je,O
,veux,O
,partir,O
,a,O
,Aulnay-sous-Bois,B-geoE
Sentence: 406,Je,O
,veux,O
,partir,O
,a,O
,Aulnay-sous-Bois,B-geoE
Sentence: 407,Je,O
,veux,O
,partir,O
,a,O
,Asnières-sur-Seine,B-geoE
Sentence: 408,Je,O
,veux,O
,partir,O
,a,O
,Bandol,B-geoE
Sentence: 409,Je,O
,veux,O
,partir,O
,a,O
,Saint-Paul,B-geoE
Sentence: 410,Je,O
,veux,O
,partir,O
,a,O
,Paris,B-geoE
Sentence: 411,Je,O
,veux,O
,partir,O
,a,O
,Chicago,B-geoE
Sentence: 412,Je,O
,veux,O
,partir,O
,a,O
,Mérignac,B-geoE
Sentence: 413,Je,O
,veux,O
,partir,O
,a,O
,Le Havre,B-geoE
Sentence: 414,Je,O
,veux,O
,partir,O
,a,O
,Béziers,B-geoE
Sentence: 415,Je,O
,veux,O
,partir,O
,a,O
,Montreuil,B-geoE
Sentence: 416,Je,O
,veux,O
,partir,O
,a,O
,Bagneux,B-geoE
Sentence: 417,Je,O
,veux,O
,partir,O
,a,O
,Allonnes,B-geoE
Sentence: 418,Je,O
,veux,O
,partir,O
,a,O
,Albi,B-geoE
Sentence: 419,Je,O
,veux,O
,partir,O
,a,O
,Villeneuve-d'Ascq,B-geoE
Sentence: 420,Je,O
,veux,O
,partir,O
,a,O
,Ajaccio,B-geoE
Sentence: 421,Je,O
,veux,O
,partir,O
,a,O
,Alpes-Maritimes,B-geoE
Sentence: 422,Je,O
,veux,O
,partir,O
,a,O
,Nanterre,B-geoE
Sentence: 423,Je,O
,veux,O
,partir,O
,a,O
,Bastia,B-geoE
Sentence: 424,Je,O
,veux,O
,partir,O
,a,O
,Montpellier,B-geoE
Sentence: 425,Je,O
,veux,O
,partir,O
,a,O
,Barcelone,B-geoE
Sentence: 426,Je,O
,veux,O
,partir,O
,a,O
,Lima,B-geoE
Sentence: 427,Je,O
,veux,O
,partir,O
,a,O
,Bandol,B-geoE
Sentence: 428,Je,O
,veux,O
,partir,O
,a,O
,Annemasse,B-geoE
Sentence: 429,Je,O
,veux,O
,partir,O
,a,O
,Puteaux,B-geoE
Sentence: 430,Je,O
,veux,O
,partir,O
,a,O
,Meaux,B-geoE
Sentence: 431,Je,O
,veux,O
,partir,O
,a,O
,Tokyo,B-geoE
Sentence: 432,Je,O
,veux,O
,partir,O
,a,O
,Berlin,B-geoE
Sentence: 433,Je,O
,veux,O
,partir,O
,a,O
,Moscou,B-geoE
Sentence: 434,Je,O
,veux,O
,partir,O
,a,O
,Orléans,B-geoE
Sentence: 435,Je,O
,veux,O
,partir,O
,a,O
,Rouen,B-geoE
Sentence: 436,Je,O
,veux,O
,partir,O
,a,O
,Calais,B-geoE
Sentence: 437,Je,O
,veux,O
,partir,O
,a,O
,Béthune,B-geoE
Sentence: 438,Je,O
,veux,O
,partir,O
,a,O
,Dunkerque,B-geoE
Sentence: 439,Je,O
,veux,O
,partir,O
,a,O
,Beauvais,B-geoE
Sentence: 440,Je,O
,veux,O
,partir,O
,a,O
,Orléans,B-geoE
Sentence: 441,Je,O
,veux,O
,partir,O
,a,O
,Le Havre,B-geoE
Sentence: 442,Je,O
,veux,O
,partir,O
,a,O
,Albertville,B-geoE
Sentence: 443,Je,O
,veux,O
,partir,O
,a,O
,Nanterre,B-geoE
Sentence: 444,Je,O
,veux,O
,partir,O
,a,O
,Thonon-les-Bains,B-geoE
Sentence: 445,Je,O
,veux,O
,partir,O
,a,O
,Dunkerque,B-geoE
Sentence: 446,Je,O
,veux,O
,partir,O
,a,O
,Haguenau,B-geoE
Sentence: 447,Je,O
,veux,O
,partir,O
,a,O
,Wuhan,B-geoE
Sentence: 448,Je,O
,veux,O
,partir,O
,a,O
,Limoges,B-geoE
Sentence: 449,Je,O
,veux,O
,partir,O
,a,O
,Lille,B-geoE
Sentence: 450,Je,O
,veux,O
,partir,O
,a,O
,Amiens,B-geoE
Sentence: 451,Je,O
,veux,O
,partir,O
,a,O
,Colmar,B-geoE
Sentence: 452,Je,O
,veux,O
,partir,O
,a,O
,Arles,B-geoE
Sentence: 453,Je,O
,veux,O
,partir,O
,a,O
,Marseille,B-geoE
Sentence: 454,Je,O
,veux,O
,partir,O
,a,O
,Boulogne-Billancourt,B-geoE
Sentence: 455,Je,O
,veux,O
,partir,O
,a,O
,Nîmes,B-geoE
Sentence: 456,Je,O
,veux,O
,partir,O
,a,O
,Auch,B-geoE
Sentence: 457,Je,O
,veux,O
,partir,O
,a,O
,Dreux,B-geoE
Sentence: 458,Je,O
,veux,O
,partir,O
,a,O
,Rennes,B-geoE
Sentence: 459,Je,O
,veux,O
,partir,O
,a,O
,Alpes-Maritimes,B-geoE
Sentence: 460,Je,O
,veux,O
,partir,O
,a,O
,Créteil,B-geoE
Sentence: 461,Je,O
,veux,O
,partir,O
,a,O
,Quimper,B-geoE
Sentence: 462,Je,O
,veux,O
,partir,O
,a,O
,Alpes-Maritimes,B-geoE
Sentence: 463,Je,O
,veux,O
,partir,O
,a,O
,Toulouse,B-geoE
Sentence: 464,Je,O
,veux,O
,partir,O
,a,O
,Barcelone,B-geoE
Sentence: 465,Je,O
,veux,O
,partir,O
,a,O
,Lyon,B-geoE
Sentence: 466,Je,O
,veux,O
,partir,O
,a,O
,Clermont-Ferrand,B-geoE
Sentence: 467,Je,O
,veux,O
,partir,O
,a,O
,Barcelone,B-geoE
Sentence: 468,Je,O
,veux,O
,partir,O
,a,O
,Colmar,B-geoE
Sentence: 469,Je,O
,veux,O
,partir,O
,a,O
,Besançon,B-geoE
Sentence: 470,Je,O
,veux,O
,partir,O
,a,O
,Poitiers,B-geoE
Sentence: 471,Je,O
,veux,O
,partir,O
,a,O
,Caen,B-geoE
Sentence: 472,Je,O
,veux,O
,partir,O
,a,O
,Chicago,B-geoE
Sentence: 473,Je,O
,veux,O
,partir,O
,a,O
,Montreuil,B-geoE
Sentence: 474,Je,O
,veux,O
,partir,O
,a,O
,Zurich,B-geoE
Sentence: 475,Je,O
,veux,O
,partir,O
,a,O
,Arras,B-geoE
Sentence: 476,Je,O
,veux,O
,partir,O
,a,O
,Colombes,B-geoE
Sentence: 477,Je,O
,veux,O
,partir,O
,a,O
,Belfort,B-geoE
Sentence: 478,Je,O
,veux,O
,partir,O
,a,O
,Argenteuil,B-geoE
Sentence: 479,Je,O
,veux,O
,partir,O
,a,O
,Pekin,B-geoE
Sentence: 480,Je,O
,veux,O
,partir,O
,a,O
,Zurich,B-geoE
Sentence: 481,Je,O
,veux,O
,partir,O
,a,O
,Maisons-Alfort,B-geoE
Sentence: 482,Je,O
,veux,O
,partir,O
,a,O
,Rouen,B-geoE
Sentence: 483,Je,O
,veux,O
,partir,O
,a,O
,Bandol,B-geoE
Sentence: 484,Je,O
,veux,O
,partir,O
,a,O
,Montreuil,B-geoE
Sentence: 485,Je,O
,veux,O
,partir,O
,a,O
,Quimper,B-geoE
Sentence: 486,Je,O
,veux,O
,partir,O
,a,O
,Créteil,B-geoE
Sentence: 487,Je,O
,veux,O
,partir,O
,a,O
,Auxerre,B-geoE
Sentence: 488,Je,O
,veux,O
,partir,O
,a,O
,Aurillac,B-geoE
Sentence: 489,Je,O
,veux,O
,partir,O
,a,O
,Arras,B-geoE
Sentence: 490,Je,O
,veux,O
,partir,O
,a,O
,Arras,B-geoE
Sentence: 491,Je,O
,veux,O
,partir,O
,a,O
,Allonnes,B-geoE
Sentence: 492,Je,O
,veux,O
,partir,O
,a,O
,Jakarta,B-geoE
Sentence: 493,Je,O
,veux,O
,partir,O
,a,O
,Bordeaux,B-geoE
Sentence: 494,Je,O
,veux,O
,partir,O
,a,O
,Dijon,B-geoE
Sentence: 495,Je,O
,veux,O
,partir,O
,a,O
,Athenes,B-geoE
Sentence: 496,Je,O
,veux,O
,partir,O
,a,O
,Lille,B-geoE
Sentence: 497,Je,O
,veux,O
,partir,O
,a,O
,Arles,B-geoE
Sentence: 498,Je,O
,veux,O
,partir,O
,a,O
,Autun,B-geoE
Sentence: 499,Je,O
,veux,O
,partir,O
,a,O
,Zurich,B-geoE
Sentence: 500,Je,O
,souhaite,O
,aller,O
,a,O
,Lyon,B-geoE
Sentence: 501,Je,O
,souhaite,O
,aller,O
,a,O
,Athenes,B-geoE
Sentence: 502,Je,O
,souhaite,O
,aller,O
,a,O
,Brive-la-Gaillarde,B-geoE
Sentence: 503,Je,O
,souhaite,O
,aller,O
,a,O
,Marseille,B-geoE
Sentence: 504,Je,O
,souhaite,O
,aller,O
,a,O
,Puteaux,B-geoE
Sentence: 505,Je,O
,souhaite,O
,aller,O
,a,O
,Belfort,B-geoE
Sentence: 506,Je,O
,souhaite,O
,aller,O
,a,O
,Paris,B-geoE
Sentence: 507,Je,O
,souhaite,O
,aller,O
,a,O
,Angers,B-geoE
Sentence: 508,Je,O
,souhaite,O
,aller,O
,a,O
,Épinay-sur-Seine,B-geoE
Sentence: 509,Je,O
,souhaite,O
,aller,O
,a,O
,Bondy,B-geoE
Sentence: 510,Je,O
,souhaite,O
,aller,O
,a,O
,Reims,B-geoE
Sentence: 511,Je,O
,souhaite,O
,aller,O
,a,O
,Vatican,B-geoE
Sentence: 512,Je,O
,souhaite,O
,aller,O
,a,O
,Lyon,B-geoE
Sentence: 513,Je,O
,souhaite,O
,aller,O
,a,O
,Sartrouville,B-geoE
Sentence: 514,Je,O
,souhaite,O
,aller,O
,a,O
,Moscou,B-geoE
Sentence: 515,Je,O
,souhaite,O
,aller,O
,a,O
,Dijon,B-geoE
Sentence: 516,Je,O
,souhaite,O
,aller,O
,a,O
,Rennes,B-geoE
Sentence: 517,Je,O
,souhaite,O
,aller,O
,a,O
,Istanbul,B-geoE
Sentence: 518,Je,O
,souhaite,O
,aller,O
,a,O
,Tokyo,B-geoE
Sentence: 519,Je,O
,souhaite,O
,aller,O
,a,O
,Ales,B-geoE
Sentence: 520,Je,O
,souhaite,O
,aller,O
,a,O
,Angoulême,B-geoE
Sentence: 521,Je,O
,souhaite,O
,aller,O
,a,O
,Annemasse,B-geoE
Sentence: 522,Je,O
,souhaite,O
,aller,O
,a,O
,Colmar,B-geoE
Sentence: 523,Je,O
,souhaite,O
,aller,O
,a,O
,Blois,B-geoE
Sentence: 524,Je,O
,souhaite,O
,aller,O
,a,O
,Troyes,B-geoE
Sentence: 525,Je,O
,souhaite,O
,aller,O
,a,O
,Angers,B-geoE
Sentence: 526,Je,O
,souhaite,O
,aller,O
,a,O
,Aubervilliers,B-geoE
Sentence: 527,Je,O
,souhaite,O
,aller,O
,a,O
,Rennes,B-geoE
Sentence: 528,Je,O
,souhaite,O
,aller,O
,a,O
,Abbeville,B-geoE
Sentence: 529,Je,O
,souhaite,O
,aller,O
,a,O
,Blois,B-geoE
Sentence: 530,Je,O
,souhaite,O
,aller,O
,a,O
,Paris,B-geoE
Sentence: 531,Je,O
,souhaite,O
,aller,O
,a,O
,Auch,B-geoE
Sentence: 532,Je,O
,souhaite,O
,aller,O
,a,O
,Blois,B-geoE
Sentence: 533,Je,O
,souhaite,O
,aller,O
,a,O
,Saint-Paul,B-geoE
Sentence: 534,Je,O
,souhaite,O
,aller,O
,a,O
,Montpellier,B-geoE
Sentence: 535,Je,O
,souhaite,O
,aller,O
,a,O
,Berlin,B-geoE
Sentence: 536,Je,O
,souhaite,O
,aller,O
,a,O
,Lille,B-geoE
Sentence: 537,Je,O
,souhaite,O
,aller,O
,a,O
,Yerres,B-geoE
Sentence: 538,Je,O
,souhaite,O
,aller,O
,a,O
,Stockholm,B-geoE
Sentence: 539,Je,O
,souhaite,O
,aller,O
,a,O
,Londres,B-geoE
Sentence: 540,Je,O
,souhaite,O
,aller,O
,a,O
,Montpellier,B-geoE
Sentence: 541,Je,O
,souhaite,O
,aller,O
,a,O
,Bandol,B-geoE
Sentence: 542,Je,O
,souhaite,O
,aller,O
,a,O
,Grenoble,B-geoE
Sentence: 543,Je,O
,souhaite,O
,aller,O
,a,O
,Argenteuil,B-geoE
Sentence: 544,Je,O
,souhaite,O
,aller,O
,a,O
,Aurillac,B-geoE
Sentence: 545,Je,O
,souhaite,O
,aller,O
,a,O
,Champigny-sur-Marne,B-geoE
Sentence: 546,Je,O
,souhaite,O
,aller,O
,a,O
,Haguenau,B-geoE
Sentence: 547,Je,O
,souhaite,O
,aller,O
,a,O
,Villeneuve-Saint-Georges,B-geoE
Sentence: 548,Je,O
,souhaite,O
,aller,O
,a,O
,Aulnay-sous-Bois,B-geoE
Sentence: 549,Je,O
,souhaite,O
,aller,O
,a,O
,Blois,B-geoE
Sentence: 550,Je,O
,souhaite,O
,aller,O
,a,O
,Toulouse,B-geoE
Sentence: 551,Je,O
,souhaite,O
,aller,O
,a,O
,Londres,B-geoE
Sentence: 552,Je,O
,souhaite,O
,aller,O
,a,O
,Tokyo,B-geoE
Sentence: 553,Je,O
,souhaite,O
,aller,O
,a,O
,Aulnay-sous-Bois,B-geoE
Sentence: 554,Je,O
,souhaite,O
,aller,O
,a,O
,Gagny,B-geoE
Sentence: 555,Je,O
,souhaite,O
,aller,O
,a,O
,Bangalore,B-geoE
Sentence: 556,Je,O
,souhaite,O
,aller,O
,a,O
,Béthune,B-geoE
Sentence: 557,Je,O
,souhaite,O
,aller,O
,a,O
,Toronto,B-geoE
Sentence: 558,Je,O
,souhaite,O
,aller,O
,a,O
,Chicago,B-geoE
Sentence: 559,Je,O
,souhaite,O
,aller,O
,a,O
,Rouen,B-geoE
Sentence: 560,Je,O
,souhaite,O
,aller,O
,a,O
,Bobigny,B-geoE
Sentence: 561,Je,O
,souhaite,O
,aller,O
,a,O
,Tourcoing,B-geoE
Sentence: 562,Je,O
,souhaite,O
,aller,O
,a,O
,Tourcoing,B-geoE
Sentence: 563,Je,O
,souhaite,O
,aller,O
,a,O
,Nanterre,B-geoE
Sentence: 564,Je,O
,souhaite,O
,aller,O
,a,O
,Bangalore,B-geoE
Sentence: 565,Je,O
,souhaite,O
,aller,O
,a,O
,Chicago,B-geoE
Sentence: 566,Je,O
,souhaite,O
,aller,O
,a,O
,Nantes,B-geoE
Sentence: 567,Je,O
,souhaite,O
,aller,O
,a,O
,Lille,B-geoE
Sentence: 568,Je,O
,souhaite,O
,aller,O
,a,O
,Asnières-sur-Seine,B-geoE
Sentence: 569,Je,O
,souhaite,O
,aller,O
,a,O
,Épinay-sur-Seine,B-geoE
Sentence: 570,Je,O
,souhaite,O
,aller,O
,a,O
,Saint-Maur-des-Fossés,B-geoE
Sentence: 571,Je,O
,souhaite,O
,aller,O
,a,O
,Wuhan,B-geoE
Sentence: 572,Je,O
,souhaite,O
,aller,O
,a,O
,Lima,B-geoE
Sentence: 573,Je,O
,souhaite,O
,aller,O
,a,O
,Aix-en-Provence,B-geoE
Sentence: 574,Je,O
,souhaite,O
,aller,O
,a,O
,Angoulême,B-geoE
Sentence: 575,Je,O
,souhaite,O
,aller,O
,a,O
,Aulnay-sous-Bois,B-geoE
Sentence: 576,Je,O
,souhaite,O
,aller,O
,a,O
,Montreuil,B-geoE
Sentence: 577,Je,O
,souhaite,O
,aller,O
,a,O
,Aulnay-sous-Bois,B-geoE
Sentence: 578,Je,O
,souhaite,O
,aller,O
,a,O
,Auch,B-geoE
Sentence: 579,Je,O
,souhaite,O
,aller,O
,a,O
,Ales,B-geoE
Sentence: 580,Je,O
,souhaite,O
,aller,O
,a,O
,Berlin,B-geoE
Sentence: 581,Je,O
,souhaite,O
,aller,O
,a,O
,Montpellier,B-geoE
Sentence: 582,Je,O
,souhaite,O
,aller,O
,a,O
,Autun,B-geoE
Sentence: 583,Je,O
,souhaite,O
,aller,O
,a,O
,Arles,B-geoE
Sentence: 584,Je,O
,souhaite,O
,aller,O
,a,O
,Béthune,B-geoE
Sentence: 585,Je,O
,souhaite,O
,aller,O
,a,O
,Oslo,B-geoE
Sentence: 586,Je,O
,souhaite,O
,aller,O
,a,O
,Lorient,B-geoE
Sentence: 587,Je,O
,souhaite,O
,aller,O
,a,O
,Dijon,B-geoE
Sentence: 588,Je,O
,souhaite,O
,aller,O
,a,O
,Berlin,B-geoE
Sentence: 589,Je,O
,souhaite,O
,aller,O
,a,O
,Yerres,B-geoE
Sentence: 590,Je,O
,souhaite,O
,aller,O
,a,O
,Sartrouville,B-geoE
Sentence: 591,Je,O
,souhaite,O
,aller,O
,a,O
,Boulogne-Billancourt,B-geoE
Sentence: 592,Je,O
,souhaite,O
,aller,O
,a,O
,Istres,B-geoE
Sentence: 593,Je,O
,souhaite,O
,aller,O
,a,O
,Jakarta,B-geoE
Sentence: 594,Je,O
,souhaite,O
,aller,O
,a,O
,Montpellier,B-geoE
Sentence: 595,Je,O
,souhaite,O
,aller,O
,a,O
,Albertville,B-geoE
Sentence: 596,Je,O
,souhaite,O
,aller,O
,a,O
,Lorient,B-geoE
Sentence: 597,Je,O
,souhaite,O
,aller,O
,a,O
,Montreuil,B-geoE
Sentence: 598,Je,O
,souhaite,O
,aller,O
,a,O
,Lille,B-geoE
Sentence: 599,Je,O
,souhaite,O
,aller,O
,a,O
,Ajaccio,B-geoE
Sentence: Bandol,B-geoE
Sentence: Caen,B-geoE
Sentence: Madrid,B-geoE
Sentence: Berlin,B-geoE
Sentence: Istres,B-geoE
Sentence: Aulnay-sous-Bois,B-geoE
Sentence: Madrid,B-geoE
Sentence: La Possession,B-geoE
Sentence: Fréjus,B-geoE
Sentence: Dijon,B-geoE
Sentence: Aix-en-Provence,B-geoE
Sentence: Dijon,B-geoE
Sentence: Albi,B-geoE
Sentence: Valence,B-geoE
Sentence: Stockholm,B-geoE
Sentence: Haguenau,B-geoE
Sentence: Dijon,B-geoE
Sentence: Moulins,B-geoE
Sentence: Saint-Etienne,B-geoE
Sentence: Dijon,B-geoE
Sentence: Amiens,B-geoE
Sentence: Nîmes,B-geoE
Sentence: Béziers,B-geoE
Sentence: Abbeville,B-geoE
Sentence: Berlin,B-geoE
Sentence: Rambouillet,B-geoE
Sentence: Bayonne,B-geoE
Sentence: Puteaux,B-geoE
Sentence: Bobigny,B-geoE
Sentence: Limoges,B-geoE
Sentence: Nanterre,B-geoE
Sentence: Bastia,B-geoE
Sentence: Berlin,B-geoE
Sentence: Colmar,B-geoE
Sentence: Dreux,B-geoE
Sentence: Beziers,B-geoE
Sentence: Aulnay-sous-Bois,B-geoE
Sentence: Rouen,B-geoE
Sentence: Albertville,B-geoE
Sentence: Perpignan,B-geoE
Sentence: Montpellier,B-geoE
Sentence: Bordeaux,B-geoE
Sentence: Amiens,B-geoE
Sentence: Saint-Maur-des-Fossés,B-geoE
Sentence: Charleville-Mézières,B-geoE
Sentence: Lorient,B-geoE
Sentence: Béthune,B-geoE
Sentence: Rouen,B-geoE
Sentence: Boulogne-Billancourt,B-geoE
Sentence: Amiens,B-geoE
Sentence: Le Havre,B-geoE
Sentence: Lyon,B-geoE
Sentence: Aurillac,B-geoE
Sentence: Grenoble,B-geoE
Sentence: La Ciotat,B-geoE
Sentence: Béthune,B-geoE
Sentence: Toulouse,B-geoE
Sentence: Saint-Etienne,B-geoE
Sentence: Saint-Etienne,B-geoE
Sentence: Bandol,B-geoE
Sentence: Roubaix,B-geoE
Sentence: Fréjus,B-geoE
Sentence: Aubervilliers,B-geoE
Sentence: Rennes,B-geoE
Sentence: Bobigny,B-geoE
Sentence: Orléans,B-geoE
